0.0,2000.0
0.25,2750.0
0.5,3000.0
0.75,3250.0
1.0,3600.0
1.24,3900.0
1.5,4300.0
1.75,4500.0
2.0,4500.0
2.25,4700.0
2.5,4500.0
5.0,5000.0
40.0,5000.0
